"id","code","chapter_id","name"
709,"000709",7,"LAS DEMAS HORTALIZAS (INCLUSO SILVESTRES) FRESCAS O REFRIGERADAS"
710,"000710",7,"HORTALIZAS (INCLUSO SILVESTRES);  AUNQUE ESTEN COCIDAS EN AGUA O VAPOR; CONGEL"
711,"000711",7,"HORTALIZAS (INCLUOS SILVESTRES) CONSERVADAS PROVISIONALEMENTE(CON GAS SULFFURO"
712,"000712",7,"HORTALIZAS(INCLUSO SILVESTRES) SECAS; BIEN CORTADS EN TROZOS O EN RODAJAS O BI"
713,"000713",7,"HORTALIZAS (INCLUSO SILVESTRES);  DE VAINA SECAS DESVAINADAS AUNQUE ESTEN MOND"
714,"000714",7,"RAICES DE MANDIOCA (YUCA); ARRURRUZ O SALEP; AGUATURMAS(PATACAS); BATATAS (BON"
801,"000801",8,"COCOS; NUECES DEL BRAZIL Y NUECES DE MARA?ON;  FRESCOS O SECOS;  INCLUSO CON C"
802,"000802",8,"LOS DEMAS FRUTOS DE CASCARA FRESCOS O SECOS; INCLUSO SIN CASCARA O MONDADOS"
803,"000803",8,"BANANAS O PLATANOS FRESCOS O SECOS"
804,"000804",8,"DATILES; HIGOS; PI?AS TROPICALES8ANANAS); AGUACATES(PALTAS); GUAYABAS; MANGOS"
805,"000805",8,"AGRIOS (CITRICOS) FRESCOS O SECOS"
806,"000806",8,"UVAS FRESCAS O SECAS; INCLUIDAS LAS PASAS"
807,"000807",8,"MELONES; SANDIAS Y PAPAYAS FRESCOS"
808,"000808",8,"MANZANAS; PERAS;  Y MENBRILLOS FRESCOS"
809,"000809",8,"ALBARICOQUES(DAMASCOS; CHABACANOS); CEREZAS; MELOCOTONES(DURAZNOS); (INCLUIDO"
810,"000810",8,"LAS DEMAS FRUTAS U OTROS FRUTOS FRESCOS"
811,"000811",8,"FRUTAS Y OTROS FRUTOS;  SIN COCER O COCIDOS EN AGUA O VAPOR; CONGELADOS; INCLU"
812,"000812",8,"FRUTAS Y OTROS FRUTOS; CONSERVADOS PROVISIONALMENTE CON GAS SULFUROSO O CON AG"
813,"000813",8,"FRUTOS Y OTROS FRUTOS SECOS;  EXCEPTO LOS DE LAS PARTIDAS 0 8;0 1 A 0 8;0 6"
814,"000814",8,"CORTEZAS DE AGRIOS(CITRICOS); MELONES; SANDIAS FRESCAS;  CONGELADAS; SECAS O P"
901,"000901",9,"CAFE;  INCLUSO TOSTADO O DESCAFEINADO; CASCARA O CASCARILLA DE CAFE; SUCEDANEO"
902,"000902",9,"TE;  INCLUSO AROMATIZADO"
903,"000903",9,"YERBAMATE"
904,"000904",9,"PIMIENTA SECOS; TRITURADOS O PULVERIZADOS"
905,"000905",9,"VAINILLA"
906,"000906",9,"CANELA Y FLORES DEL CANELERO"
907,"000907",9,"CLAVO(FRUTOS CLAVILLOS Y PEDUNCULOS)"
908,"000908",9,"NUEZ MOSCADA; MACIS; AMOMOS Y CARDAMOMOS"
909,"000909",9,"SEMILLAS DE ANIS; BADIANA; HINOJO; CILANTRO; COMINO O ALCARAVEA; BAYAS DE ENEB"
910,"000910",9,"JENGIBRE; AZAFRAN; CURCUMA; TOMILLO; HOJAS DE LAUREL; CURRY Y DEMAS ESPECIAS"
1001,"001001",10,"TRIGO Y MORCAJO O TRANQUILLON"
1002,"001002",10,"CENTENO"
1003,"001003",10,"CEBADA"
1004,"001004",10,"AVENA"
1005,"001005",10,"MAIZ"
1006,"001006",10,"ARROZ"
1007,"001007",10,"SORGO DE GRANO"
1008,"001008",10,"ALFORFON;  MIJO Y ALPISTE; LOS DEMAS CEREALES"
1101,"001101",11,"HARINA DE TRIGO O MORCAJO"
1102,"001102",11,"HARINA DE CEREALES;  EXCEPTO DE TRIGO O DE MORCAJO O TRANQUILLON"
1103,"001103",11,"GRA?ONES;  SEMOLA Y <PELLETS>;  DE CEREALES"
1104,"001104",11,"GRANOS DE CEREALES TRABAJADOS DE OTRA FORMA (POR EJEMPLO MONDADOS;  APLASTADOS"
1105,"001105",11,"HARINA;  SEMOLA;  POLVO;  COPOS;  GRANULOS Y <PELLETS> DE PATATAS (PAPAS)"
1106,"001106",11,"HARINA;  SEMOLA Y POLVO DE LAS LEGUMBRES SECAS DE LA PARTIDA 0713;  DE SAGU O"
1107,"001107",11,"MALTA (DE CEBADA U OTROS CEREALES) INCLUSO TOSTADA"
1108,"001108",11,"ALMIDON Y FECULA; INULINA"
1109,"001109",11,"GLUTEN DE TRIGO;  INCLUSO SECO"
1201,"001201",12,"HABAS(POROTOS; FRIJOLES) DE SOJA (SOYA) INCLUSO QUEBRANTADAS"
1202,"001202",12,"CACAHUATES (MANI) SIN TOSTAR NI COCER DE OTRO MODO; INCLUSO SIN CASCARA O QUEB"
1203,"001203",12,"COPRA"
1204,"001204",12,"SEMILLA DE LINO;  INCLUSO QUEBRANTADA"
1205,"001205",12,"SEMILLA DE NABO O DE COLZA;  INCLUSO QUEBRANTADA"
1206,"001206",12,"SEMILLA DE GIRASOL;  INCLUSO QUEBRANTADA"
1207,"001207",12,"LAS DEMAS SEMILLAS Y FRUTOS OLEAGINOSOS;  INCLUSO QUEBRANTADOS"
1208,"001208",12,"HARINA DE SEMILLAS O DE FRUTOS OLEAGINOSOS;  EXCEPTO LA HARINA DE MOSTAZA"
1209,"001209",12,"SEMILLAS;  FRUTOS Y ESPORAS;  PARA SIEMBRA"
1210,"001210",12,"CONOS DE LUPULO FRESCOS O SECOS;  INCLUSO QUEBRANTADOS;  MOLIDOS O EN <PELLETS"
1211,"001211",12,"PLANTAS;  PARTES DE PLANTAS;  SEMILLAS Y FRUTOS DE LAS ESPECIES UTILIZADAS PRI"
1212,"001212",12,"ALGARROBAS;  ALGAS;  REMOLACHA AZUCARERA Y CA?A DE AZUCAR;  FRESCAS;  REFRIGER"
1213,"001213",12,"PAJA Y CASCABILLO DE CEREALES;  EN BRUTO;  INCLUSO PICADOS;  MOLIDOS;  PRENSAD"
1214,"001214",12,"NABOS FORRAJEROS;  REMOLACHAS FORRAJERAS;  RAICES FORRAJERAS;  HENO;  ALFALFA"
1301,"001301",13,"GOMA LACA;  GOMAS; RESINAS; GOMORRESINAS Y OLEORRESINAS (BALSAMOS) NATURALES"
1302,"001302",13,"JUGOS Y EXTRACTOS VEGETALES; MATERIAS PECTICAS;  PECTINATOS Y PECTATOS; AGAR-A"
1401,"001401",14,"MATERIAS VEGETALES DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN CESTERIA O ESP"
1402,"001402",14,"MATERIAS VEGETALES DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE PARA RELLENO (PO"
1403,"001403",14,"MATERIAS VEGETALES DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN LA FABRICACIO"
1404,"001404",14,"PRODUCTOS VEGETALES NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS"
1501,"001501",15,"GRASA DE CERDO (INCLUIDA LA MANTECA DE CERDO); Y GRASA DE AVE;  EXCEPTO LAS D"
1502,"001502",15,"GRASAS DE ANIMALES DE LAS ESPECIES BOVINA;  OVINA O CAPRINA;  EXCEPTO LAS DE L"
1503,"001503",15,"ESTEARINA SOLAR;  ACEITE DE MANTECA DE CERDO;  OLEOESTEARINA;  OLEOMARGARINA"
1504,"001504",15,"GRASAS Y ACEITES;  DE PESCADO O DE MAMIFEROS MARINOS;  Y SUS FRACCIONES;  INCL"
1505,"001505",15,"GRASA DE LANA Y SUSTANCIAS GRASAS DERIVADAS;  INCLUIDA LA LANOLINA"
1506,"001506",15,"LAS DEMAS GRASAS Y ACEITES ANIMALES;  Y SUS FRACCIONES;  INCLUSO REFINADOS;  P"
1507,"001507",15,"ACEITE DE SOJA(SOYA) Y SUS FRACCIONES;  INCLUSO REFINADO;  PERO SIN MODIFICAR"
1508,"001508",15,"ACEITE DE CACAHUETE (MANI) Y SUS FRACCIONES;  INCLUSO REFINADO;  PERO SIN MODI"
1509,"001509",15,"ACEITE DE OLIVA Y SUS FRACCIONES;  INCLUSO REFINADO;  PERO SIN MODIFICAR QUIMI"
1510,"001510",15,"LOS DEMAS ACEITES OBTENIDOS EXCLUSIVAMENTE DE LA ACEITUNA;  Y SUS FRACCIONES"
1511,"001511",15,"ACEITE DE PALMA Y SUS FRACCIONES;  INCLUSO REFINADO;  PERO SIN MODIFICAR QUIMI"
1512,"001512",15,"ACEITES DE GIRASOL;  DE CARTAMO O DE ALGODON;  Y SUS FRACCIONES;  INCLUSO REFI"
1513,"001513",15,"ACEITES DE COCO (COPRA); DE ALMENDRA;  DE PALMA O BABASU; SUS FRACCIONES;  INC"
1514,"001514",15,"ACEITE DE NABO(NABABINA); COLZA O MOSTAZA Y SUS FRACCIONES; INCLUSO REFINADOS"
1515,"001515",15,"LAS DEMAS GRASAS Y ACEITES VEGETALES FIJOS (INCLUIDO EL ACEITE DE JOJOBA);  Y"
1516,"001516",15,"GRASAS Y ACEITES;  ANIMALES O VEGETALES;  Y SUS FRACCIONES;  PARCIAL O TOTALME"
1517,"001517",15,"MARGARINA; MEZCLAS O PREPARACIONES ALIMENTICIAS DE GRASAS O DE ACEITES;  ANIMA"
1518,"001518",15,"GRASAS Y ACEITES;  ANIMALES O VEGETALES;  Y SUS FRACCIONES;  COCIDOS;  OXIDADO"
1520,"001520",15,"GLICEROL EN BRUTO; AGUAS Y LEJIAS GLICERINOSAS"
1521,"001521",15,"CERAS VEGETALES (EXCEPTO LOS TRIGLICERIDOS);  CERA DE ABEJAS O DE OTROS INSECT"
1522,"001522",15,"DEGRAS; RESIDUOS DEL TRATAMIENTO DE LAS GRASAS O DE LAS CERAS ANIMALES O VEGETAL"
1601,"001601",16,"EMBUTIDOS Y PRODUCTOS SIMILARES;  DE CARNE;  DE DESPOJOS O DE SANGRE; PREPARAC"
1602,"001602",16,"LAS DEMAS PREPARACIONES Y CONSERVAS DE CARNE;  DE DESPOJOS O DE SANGRE"
1603,"001603",16,"EXTRACTOS Y JUGOS DE CARNE;  DE PESCADO O DE CRUSTACEOS;  DE MOLUSCOS O DE OTR"
1604,"001604",16,"PREPARACIONES Y CONSERVAS DE PESCADO; CAVIAR Y SUS SUCEDANEOS PREPARADOS CON HUE"
1605,"001605",16,"CRUSTACEOS;  MOLUSCOS Y DEMAS INVERTEBRADOS ACUATICOS;  PREPARADOS O CONSERVAD"
1701,"001701",17,"AZUCAR DE CAÑA O DE REMOLACHA Y SACAROSA QUIMICAMENTE PURA; EN ESTADO SOLIDO"
1702,"001702",17,"LOS DEMAS AZUCARES;  INCLUIDAS LA LACTOSA;  LAMALTOSA;  LA GLUCOSA Y LA FRUCTO"
1703,"001703",17,"MELAZA DE LA EXTRACCION O DEL REFINADO DEL AZUCAR"
1704,"001704",17,"ARTICULOS DE CONFITERIA SIN CACAO (INCLUIDO EL CHOCOLATE BLANCO)"
1801,"001801",18,"CACAO EN GRANO;  ENTERO O PARTIDO;  CRUDO O TOSTADO"
1802,"001802",18,"CASCARA;  PELICULAS Y DEMAS RESIDUOS DE CACAO"
1803,"001803",18,"PASTA DE CACAO;  INCLUSO DESGRASADA"
1804,"001804",18,"MANTECA;  GRASA Y ACEITE DE CACAO"
1805,"001805",18,"CACAO EN POLVO SIN AZUCARAR NI EDULCORAR DE OTRO MODO"
1806,"001806",18,"CHOCOLATE Y DEMAS PREPARACIONES ALIMENTICIAS QUE CONTENGAN CACAO"
1901,"001901",19,"EXTRACTO DE MALTA; PREPARACIONES ALIMENTICIASDE HARINA;  SEMOLA;  ALMIDON;  FE"
1902,"001902",19,"PASTAS ALIMENTICIAS;  INCLUSO COCIDAS O RELLENAS (DE CARNE U OTRAS SUSTANCIAS"
1903,"001903",19,"TAPIOCA Y SUS SUCEDANEOS CON FECULA;  EN COPOS;  GRUMOS;  GRANOS PERLADOS;  CE"
1904,"001904",19,"PRODUCTOS A BASE DE CEREALES OBTENIDOS PORINSUFLADO O TOSTADO ( COPOS DE MAIZ"
1905,"001905",19,"PRODUCTOS DE PANADERIA;  PASTELERIA O GALLETERIA;  INCLUSO CON CACAO; HOSTIAS"
2001,"002001",20,"LEGUMBRES;  HORTALIZAS;  FRUTOS Y DEMAS PARTES COMESTIBLES DE PLANTAS;  PREPAR"
2002,"002002",20,"TOMATES PREPARADOS O CONSERVADOS (EXCEPTO EN VINAGRE O EN ACIDO ACETICO)"
2003,"002003",20,"SETAS Y DEMAS HONGOS;  Y TRUFAS PREPARADOS O CONSERVADOS(EXCEPTO EN VINAGRE O"
2004,"002004",20,"LAS DEMAS LEGUMBRES Y HORTALIZAS;  PREPARADAS O CONSERVADAS (EXCEPTO EN VINAGR"
2005,"002005",20,"LAS DEMAS LEGUMBRES Y HORTALIZAS;  PREPARADAS O CONSERVADAS (EXCEPTO EN VINAGR"
2006,"002006",20,"LEGUMBRES Y HORTALIZAS;  FRUTAS Y OTROS FRUTOS Y SUS CORTEZAS Y DEMAS PARTES D"
2007,"002007",20,"COMPOTAS;  JALEAS Y MERMELADAS;  PURES Y PASTAS DE FRUTOS;  OBTENIDOS POR COCC"
2008,"002008",20,"FRUTOS Y DEMAS PARTES COMESTIBLES DE PLANTAS;  PREPARADOS O CONSERVADOS DE OTR"
2009,"002009",20,"JUGOS DE FRUTAS (INCLUIDO EL MOSTO DE UVA) O DE LEGUMBRES U HORTALIZAS;  SIN F"
2101,"002101",21,"EXTRACTOS;  ESENCIAS Y CONCENTRADOS DE CAFE;  TE O YERBA MATE Y PREPARACIONES"
2102,"002102",21,"LEVADURAS (VIVAS O MUERTAS); LOS DEMAS MICROORGANISMOS MONOCELULARES MUERTOS (CO"
2103,"002103",21,"PREPARACIONES PARA SALSAS Y SALSAS PREPARADAS; CONDIMENTOS Y SAZONADORES;  COM"
2104,"002104",21,"PREPARACIONES PARA SOPAS;  POTAJES O CALDOS; SOPAS"
2105,"002105",21,"HELADOS Y PRODUCTOS SIMILARES INCLUSO CON CACAO"
2106,"002106",21,"PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRAS PARTIDAS"
2201,"002201",22,"AGUA, INCLUIDAS EL AGUA MINERAL NATURAL O ARTIFICIAL Y LA GASEADA, SIN ADICION DE AZUCAR U OTRO EDULCORANTE NI AROMATIZADA; HIELO Y NIEVE."
2202,"002202",22,"AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, CON ADICION DE AZUCAR UOTRO EDULCORANTE O AROMATIZADA, Y DEMAS BEBIDAS NO ALCOHOLICAS, EXCEPTO LOS JUGOS DE FRUTAS U OTROS FRUTOS, O DE HORTALIZAS DE LA PARTIDA N2009."
2203,"002203",22,"CERVEZA DE MALTA"
2204,"002204",22,"VINO DE UVAS;  INCLUSO ENCABEZADO; MOSTO DE UVA;  EXCEPTO EL DE LA PARTIDA 200"
2205,"002205",22,"VERMUT Y DEMAS VINOS DE UVAS FRESCAS PREPARADOS CON PLANTAS O SUSTANCIAS AROMATI"
2206,"002206",22,"LAS DEMAS BEBIDAS FERMENTADAS (POR EJEMPLO: SIDRA, PERADA, AGUAMIEL);MEZCLAS DE BEBIDAS FERMENTADAS Y MEZCLAS DE BEBIDAS FERMENTADAS Y BEBIDAS NO ALCOHOLICAS, NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE."
2207,"002207",22,"ALCOHOL ETILICO SIN DESNATURALIZAR CON GRADO ALCOHOLICO VOLUMETRICO SUPERIOR O IGUAL A 80% VOL; ALCOHOL ETILICO Y AGUARDIENTE DESNATURALIZADOS, DE CUALQUIER GRADUACION"
2208,"002208",22,"ALCOHOL ETILICO SIN DESNATURALIZAR CON UN GRADO ALCOHOLICO VOLUMETRICO INFERIOR A 80% VOL; AGUARDIENTES. LICORES Y DEMAS BEBIDAS ESPIRITUOSAS; PREPARACIONES ALCOHOLICAS COMPUESTAS DEL TIPO DE LAS UTILIZADAS PARA LA ELABORACION DE BEBIDAS."
2209,"002209",22,"VINAGRE COMESTIBLE Y SUCEDANEOS COMESTIBLES DEL VINAGRE OBTENIDOS CON ACIDO ACET"
2301,"002301",23,"HARINA;  POLVO Y <PELLETS>;  DE CARNE;  DE DESPOJOS;  DE PESCADO O DE CRUSTACE"
2302,"002302",23,"SALVADOS;  MOYUELOS Y DEMAS RESIDUOS DEL CERNIDO;  DE LA MOLIENDA O DE OTROS T"
2303,"002303",23,"RESIDUOS DE LA INDUSTRIA DEL ALMIDON Y RESIDUOS SIMILARES;  PULPA DE REMOLACHA"
2304,"002304",23,"TORTAS Y DEMAS RESIDUOS SOLIDOS DE LA EXTRACCION DEL ACEITE DE SOJA;  INCLUSO"
2305,"002305",23,"TORTAS Y DEMAS RESIDUOS SOLIDOS DE LA EXTRACCION DEL ACEITE DE CACAHUETE;  INC"
2306,"002306",23,"TORTAS Y DEMAS RESIDUOS SOLIDOS DE LA EXTRACCION DE GRASAS O ACEITES VEGETALES"
2307,"002307",23,"LIAS O HECES DE VINO; TARTARO BRUTO"
2308,"002308",23,"MATERIAS VEGETALES;  DESPERDICIOS;  RESIDUOS Y SUBPRODUCTOS VEGETALES;  INCLUS"
2309,"002309",23,"PREPARACIONES DEL TIPO DE LAS UTILIZADAS PARA LA ALIMENTACION DE LOS ANIMALES"
2401,"002401",24,"TABACO EN RAMA O SIN ELABORAR; DESPERDICIOS DE TABACO"
2402,"002402",24,"CIGARROS O PUROS (INCLUSO DESPUNTADOS);  PURITOS Y CIGARRILLOS;  DE TABACO O D"
2403,"002403",24,"LOS DEMAS TABACOS Y SUCEDANEOS DEL TABACO;  ELABORADOS; TABACO HOMOGENEIZADO"
2501,"002501",25,"SAL (INCLUIDAS LA DE MESA Y LA DESNATURALIZADA) Y CLORURO DE SODIO;  PURO;  IN"
2502,"002502",25,"PIRITAS DE HIERRO SIN TOSTAR"
2503,"002503",25,"AZUFRE DE CUALQUIER CLASE;  CON EXCLUSION DEL SUBLIMADO;  DEL PRECIPITADO Y DE"
2504,"002504",25,"GRAFITO NATURAL"
2505,"002505",25,"ARENAS NATURALES DE CUALQUIER CLASE;  INCLUSO COLOREADAS;  CON EXCLUSION DE LA"
2506,"002506",25,"CUARZO;  (EXCEPTO LAS ARENAS NATURALES); CUARCITA;  INCLUSO DESBASTADA O SIMPL"
2507,"002507",25,"CAOLIN Y DEMAS ARCILLAS CAOLINICAS;  INCLUSO CALCINADAS"
2508,"002508",25,"LAS DEMAS ARCILLAS (CON EXCLUSION DE LAS ARCILLAS DILATADAS DE LA PARTIDA 6806"
2509,"002509",25,"CRETA"
2510,"002510",25,"FOSFATOS DE CALCIO NATURALES;  FOSFATOS ALUMINOCALCICOS NATURALES Y CRETAS FOS"
2511,"002511",25,"SULFATO DE BARIO NATURAL (BARITINA); CARBONATO DE BARIO NATURAL (WITHERITA);"
2512,"002512",25,"HARINAS SILICEAS FOSILES (POR EJEMPLO KIESELGUHR;  TRIPOLITA O DIATOMITA) Y DE"
2513,"002513",25,"PIEDRA POMEZ; ESMERIL; CORINDON NATURAL;  GRANATE NATURAL Y DEMAS ABRASIVOS NA"
2514,"002514",25,"PIZARRA;  INCLUSO DESBASTADA O SIMPLEMENTE TROCEADA;  POR ASERRADO O DE OTRO M"
2515,"002515",25,"MARMOL;  TRAVERTINOS;  ECAUSSINES Y DEMAS PIEDRASCALIZAS DE TALLA O DE CONSTRU"
2516,"002516",25,"GRANITO;  PORFIDO;  BASALTO;  ARENISCA Y DEMAS PIEDRAS DE TALLA O DE CONSTRUCC"
2517,"002517",25,"CANTOS;  GRAVA;  PIEDRAS MACHACADAS;  DE LOS TIPOS GENERALMENTE UTILIZADOS PAR"
2518,"002518",25,"DOLOMITA;  INCLUSO SINTERIZADA O CALCINADA; DOLOMITA DESBASTADA O SIMPLEMENTE"
2519,"002519",25,"CARBONATO DE MAGNESIO NATURAL (MAGNESITA); MAGNESIA ELECTROFUNDIDA; MAGNESIA C"
2520,"002520",25,"YESO NATURAL; ANHIDRITA; YESOS CALCINADOS;  INCLUSO COLOREADOS O CON PEQUE?AS"
2521,"002521",25,"CASTINAS; PIEDRAS PARA LA FABRICACION DE CAL O DE CEMENTO"
2522,"002522",25,"CAL VIVA;  CAL APAGADA Y CAL HIDRAULICA;  CON EXCLUSION DEL OXIDO Y DEL HIDROX"
2523,"002523",25,"CEMENTOS HIDRAULICOS (INCLUIDOS LOS CEMENTOS SIN PULVERIZAR O CLINKER);  AUNQU"
2524,"002524",25,"AMIANTO (ASBESTO)"
2525,"002525",25,"MICA;  INCLUIDA LA MICA EXFOLIADA EN LAMINILLAS IRREGULARES; DESPERDICIOS DE M"
2526,"002526",25,"ESTEATITA NATURAL;  INCLUSO DESBASTADA O SIMPLEMENTE TROCEADA;  POR ASERRADO"
2527,"002527",25,"CRIOLITA NATURAL; QUIOLITA NATURAL"
2528,"002528",25,"BORATOS NATURALES Y SUS CONCENTRADOS (INCLUSO CALCINADOS);  CON EXCLUSION DE L"
2529,"002529",25,"FELDESPATO; LEUCITA; NEFELINA Y NEFELINA SIENITA; ESPATO FLUOR"
2530,"002530",25,"MATERIAS MINERALES NO EXPRESADAS NI COMPRENDIDAS EN OTRAS PARTIDAS"
