"id","name","code","department_id","description"
"194","Villanueva","13873","6","Villanueva - Bolívar"
"195","Zambrano","13894","6","Zambrano - Bolívar"
"196","Tunja","15001","7","Tunja - Boyacá"
"197","Almeida","15022","7","Almeida - Boyacá"
"198","Aquitania","15047","7","Aquitania - Boyacá"
"199","Arcabuco","15051","7","Arcabuco - Boyacá"
"200","Belén","15087","7","Belén - Boyacá"
"201","Berbeo","15090","7","Berbeo - Boyacá"
"202","Betéitiva","15092","7","Betéitiva - Boyacá"
"203","Boavita","15097","7","Boavita - Boyacá"
"204","Boyacá","15104","7","Boyacá - Boyacá"
"205","Briceño","15106","7","Briceño - Boyacá"
"206","Buenavista","15109","7","Buenavista - Boyacá"
"207","Busbanzá","15114","7","Busbanzá - Boyacá"
"208","Caldas","15131","7","Caldas - Boyacá"
"209","Campohermoso","15135","7","Campohermoso - Boyacá"
"210","Cerinza","15162","7","Cerinza - Boyacá"
"211","Chinavita","15172","7","Chinavita - Boyacá"
"212","Chiquinquirá","15176","7","Chiquinquirá - Boyacá"
"213","Chiscas","15180","7","Chiscas - Boyacá"
"214","Chita","15183","7","Chita - Boyacá"
"215","Chitaraque","15185","7","Chitaraque - Boyacá"
"216","Chivatá","15187","7","Chivatá - Boyacá"
"217","Ciénega","15189","7","Ciénega - Boyacá"
"218","Cómbita","15204","7","Cómbita - Boyacá"
"219","Coper","15212","7","Coper - Boyacá"
"220","Corrales","15215","7","Corrales - Boyacá"
"221","Covarachía","15218","7","Covarachía - Boyacá"
"222","Cubará","15223","7","Cubará - Boyacá"
"223","Cucaita","15224","7","Cucaita - Boyacá"
"224","Cuítiva","15226","7","Cuítiva - Boyacá"
"225","Chíquiza","15232","7","Chíquiza - Boyacá"
"226","Chivor","15236","7","Chivor - Boyacá"
"227","Duitama","15238","7","Duitama - Boyacá"
"228","El Cocuy ","15244","7","El Cocuy - Boyacá"
"229","El Espino ","15248","7","El Espino - Boyacá"
"230","Firavitoba","15272","7","Firavitoba - Boyacá"
"231","Floresta","15276","7","Floresta - Boyacá"
"232","Gachantivá","15293","7","Gachantivá - Boyacá"
"233","Gámeza","15296","7","Gámeza - Boyacá"
"234","Garagoa","15299","7","Garagoa - Boyacá"
"235","Guacamayas","15317","7","Guacamayas - Boyacá"
"236","Guateque","15322","7","Guateque - Boyacá"
"237","Guayatá","15325","7","Guayatá - Boyacá"
"238","Güicán De La Sierra","15332","7","Güicán De La Sierra - Boyacá"
"239","Iza","15362","7","Iza - Boyacá"
"240","Jenesano","15367","7","Jenesano - Boyacá"
"241","Jericó","15368","7","Jericó - Boyacá"
"242","Labranzagrande","15377","7","Labranzagrande - Boyacá"
"243","La Capilla ","15380","7","La Capilla - Boyacá"
"244","La Victoria ","15401","7","La Victoria - Boyacá"
"245","La Uvita ","15403","7","La Uvita - Boyacá"
"246","Villa De Leyva","15407","7","Villa De Leyva - Boyacá"
"247","Macanal","15425","7","Macanal - Boyacá"
"248","Maripí","15442","7","Maripí - Boyacá"
"249","Miraflores","15455","7","Miraflores - Boyacá"
"250","Mongua","15464","7","Mongua - Boyacá"
"251","Monguí","15466","7","Monguí - Boyacá"
"252","Moniquirá","15469","7","Moniquirá - Boyacá"
"253","Motavita","15476","7","Motavita - Boyacá"
"254","Muzo","15480","7","Muzo - Boyacá"
"255","Nobsa","15491","7","Nobsa - Boyacá"
"256","Nuevo Colón ","15494","7","Nuevo Colón - Boyacá"
"257","Oicatá","15500","7","Oicatá - Boyacá"
"258","Otanche","15507","7","Otanche - Boyacá"
"259","Pachavita","15511","7","Pachavita - Boyacá"
"260","Páez","15514","7","Páez - Boyacá"
"261","Paipa","15516","7","Paipa - Boyacá"
"262","Pajarito","15518","7","Pajarito - Boyacá"
"263","Panqueba","15522","7","Panqueba - Boyacá"
"264","Pauna","15531","7","Pauna - Boyacá"
"265","Paya","15533","7","Paya - Boyacá"
"266","Paz De Río","15537","7","Paz De Río - Boyacá"
"267","Pesca","15542","7","Pesca - Boyacá"
"268","Pisba","15550","7","Pisba - Boyacá"
"269","Puerto Boyacá ","15572","7","Puerto Boyacá - Boyacá"
"270","Quípama","15580","7","Quípama - Boyacá"
"271","Ramiriquí","15599","7","Ramiriquí - Boyacá"
"272","Ráquira","15600","7","Ráquira - Boyacá"
"273","Rondón","15621","7","Rondón - Boyacá"
"274","Saboyá","15632","7","Saboyá - Boyacá"
"275","Sáchica","15638","7","Sáchica - Boyacá"
"276","Samacá","15646","7","Samacá - Boyacá"
"277","San Eduardo ","15660","7","San Eduardo - Boyacá"
"278","San José De Pare","15664","7","San José De Pare - Boyacá"
"279","San Luis De Gaceno","15667","7","San Luis De Gaceno - Boyacá"
"280","San Mateo ","15673","7","San Mateo - Boyacá"
"281","San Miguel De Sema","15676","7","San Miguel De Sema - Boyacá"
"282","San Pablo De Borbur","15681","7","San Pablo De Borbur - Boyacá"
"283","Santana","15686","7","Santana - Boyacá"
"284","Santa María ","15690","7","Santa María - Boyacá"
"285","Santa Rosa De Viterbo","15693","7","Santa Rosa De Viterbo - Boyacá"
"286","Santa Sofía ","15696","7","Santa Sofía - Boyacá"
"287","Sativanorte","15720","7","Sativanorte - Boyacá"
"288","Sativasur","15723","7","Sativasur - Boyacá"
"289","Siachoque","15740","7","Siachoque - Boyacá"
"290","Soatá","15753","7","Soatá - Boyacá"
"291","Socotá","15755","7","Socotá - Boyacá"
"292","Socha","15757","7","Socha - Boyacá"
"293","Sogamoso","15759","7","Sogamoso - Boyacá"
"294","Somondoco","15761","7","Somondoco - Boyacá"
"295","Sora","15762","7","Sora - Boyacá"
"296","Sotaquirá","15763","7","Sotaquirá - Boyacá"
"297","Soracá","15764","7","Soracá - Boyacá"
"298","Susacón","15774","7","Susacón - Boyacá"
"299","Sutamarchán","15776","7","Sutamarchán - Boyacá"
"300","Sutatenza","15778","7","Sutatenza - Boyacá"
"301","Tasco","15790","7","Tasco - Boyacá"
"302","Tenza","15798","7","Tenza - Boyacá"
"303","Tibaná","15804","7","Tibaná - Boyacá"
"304","Tibasosa","15806","7","Tibasosa - Boyacá"
"305","Tinjacá","15808","7","Tinjacá - Boyacá"
"306","Tipacoque","15810","7","Tipacoque - Boyacá"
"307","Toca","15814","7","Toca - Boyacá"
"308","Togüí","15816","7","Togüí - Boyacá"
"309","Tópaga","15820","7","Tópaga - Boyacá"
"310","Tota","15822","7","Tota - Boyacá"
"311","Tununguá","15832","7","Tununguá - Boyacá"
"312","Turmequé","15835","7","Turmequé - Boyacá"
"313","Tuta","15837","7","Tuta - Boyacá"
"314","Tutazá","15839","7","Tutazá - Boyacá"
"315","Úmbita","15842","7","Úmbita - Boyacá"
"316","Ventaquemada","15861","7","Ventaquemada - Boyacá"
"317","Viracachá","15879","7","Viracachá - Boyacá"
"318","Zetaquira","15897","7","Zetaquira - Boyacá"
"319","Manizales","17001","8","Manizales - Caldas"
"320","Aguadas","17013","8","Aguadas - Caldas"
"321","Anserma","17042","8","Anserma - Caldas"
"322","Aranzazu","17050","8","Aranzazu - Caldas"
"323","Belalcázar","17088","8","Belalcázar - Caldas"
"324","Chinchiná","17174","8","Chinchiná - Caldas"
"325","Filadelfia","17272","8","Filadelfia - Caldas"
"326","La Dorada ","17380","8","La Dorada - Caldas"
"327","La Merced ","17388","8","La Merced - Caldas"
"328","Manzanares","17433","8","Manzanares - Caldas"
"329","Marmato","17442","8","Marmato - Caldas"
"330","Marquetalia","17444","8","Marquetalia - Caldas"
"331","Marulanda","17446","8","Marulanda - Caldas"
"332","Neira","17486","8","Neira - Caldas"
"333","Norcasia","17495","8","Norcasia - Caldas"
"334","Pácora","17513","8","Pácora - Caldas"
"335","Palestina","17524","8","Palestina - Caldas"
"336","Pensilvania","17541","8","Pensilvania - Caldas"
"337","Riosucio","17614","8","Riosucio - Caldas"
"338","Risaralda","17616","8","Risaralda - Caldas"
"339","Salamina","17653","8","Salamina - Caldas"
"340","Samaná","17662","8","Samaná - Caldas"
"341","San José ","17665","8","San José - Caldas"
"342","Supía","17777","8","Supía - Caldas"
"343","Victoria","17867","8","Victoria - Caldas"
"344","Villamaría","17873","8","Villamaría - Caldas"
"345","Viterbo","17877","8","Viterbo - Caldas"
"346","Florencia","18001","9","Florencia - Caquetá"
"347","Albania","18029","9","Albania - Caquetá"
"348","Belén De Los Andaquíes","18094","9","Belén De Los Andaquíes - Caquetá"
"349","Cartagena Del Chairá","18150","9","Cartagena Del Chairá - Caquetá"
"350","Curillo","18205","9","Curillo - Caquetá"
"351","El Doncello ","18247","9","El Doncello - Caquetá"
"352","El Paujíl ","18256","9","El Paujíl - Caquetá"
"353","La Montañita ","18410","9","La Montañita - Caquetá"
"354","Milán","18460","9","Milán - Caquetá"
"355","Morelia","18479","9","Morelia - Caquetá"
"356","Puerto Rico ","18592","9","Puerto Rico - Caquetá"
"357","San José Del Fragua","18610","9","San José Del Fragua - Caquetá"
"358","San Vicente Del Caguán","18753","9","San Vicente Del Caguán - Caquetá"
"359","Solano","18756","9","Solano - Caquetá"
"360","Solita","18785","9","Solita - Caquetá"
"361","Valparaíso","18860","9","Valparaíso - Caquetá"
"362","Popayán","19001","11","Popayán - Cauca"
"363","Almaguer","19022","11","Almaguer - Cauca"
"364","Argelia","19050","11","Argelia - Cauca"
"365","Balboa","19075","11","Balboa - Cauca"
"366","Bolívar","19100","11","Bolívar - Cauca"
"367","Buenos Aires ","19110","11","Buenos Aires - Cauca"
"368","Cajibío","19130","11","Cajibío - Cauca"
"369","Caldono","19137","11","Caldono - Cauca"
"370","Caloto","19142","11","Caloto - Cauca"
"371","Corinto","19212","11","Corinto - Cauca"
"372","El Tambo ","19256","11","El Tambo - Cauca"
"373","Florencia","19290","11","Florencia - Cauca"
"374","Guachené","19300","11","Guachené - Cauca"
"375","Guapí","19318","11","Guapí - Cauca"
"376","Inzá","19355","11","Inzá - Cauca"
"377","Jambaló","19364","11","Jambaló - Cauca"
"378","La Sierra ","19392","11","La Sierra - Cauca"
"379","La Vega ","19397","11","La Vega - Cauca"
"380","López De Micay","19418","11","López De Micay - Cauca"
"381","Mercaderes","19450","11","Mercaderes - Cauca"
"382","Miranda","19455","11","Miranda - Cauca"
"383","Morales","19473","11","Morales - Cauca"
"384","Padilla","19513","11","Padilla - Cauca"
"385","Páez","19517","11","Páez - Cauca"
"386","Patía","19532","11","Patía - Cauca"
"387","Piamonte","19533","11","Piamonte - Cauca"
"388","Piendamó - Tunía","19548","11","Piendamó - Tunía - Cauca"
"389","Puerto Tejada ","19573","11","Puerto Tejada - Cauca"
"390","Puracé","19585","11","Puracé - Cauca"
"391","Rosas","19622","11","Rosas - Cauca"
"392","San Sebastián ","19693","11","San Sebastián - Cauca"
"393","Santander De Quilichao","19698","11","Santander De Quilichao - Cauca"
"394","Santa Rosa ","19701","11","Santa Rosa - Cauca"
"395","Silvia","19743","11","Silvia - Cauca"
"396","Sotara","19760","11","Sotara - Cauca"
"397","Suárez","19780","11","Suárez - Cauca"
"398","Sucre","19785","11","Sucre - Cauca"
"399","Timbío","19807","11","Timbío - Cauca"
"400","Timbiquí","19809","11","Timbiquí - Cauca"
"401","Toribío","19821","11","Toribío - Cauca"
"402","Totoró","19824","11","Totoró - Cauca"
"403","Villa Rica ","19845","11","Villa Rica - Cauca"
"404","Valledupar","20001","12","Valledupar - Cesar"
"405","Aguachica","20011","12","Aguachica - Cesar"
"406","Agustín Codazzi ","20013","12","Agustín Codazzi - Cesar"
"407","Astrea","20032","12","Astrea - Cesar"
"408","Becerril","20045","12","Becerril - Cesar"
"409","Bosconia","20060","12","Bosconia - Cesar"
"410","Chimichagua","20175","12","Chimichagua - Cesar"
"411","Chiriguaná","20178","12","Chiriguaná - Cesar"
"412","Curumaní","20228","12","Curumaní - Cesar"
"413","El Copey ","20238","12","El Copey - Cesar"
"414","El Paso ","20250","12","El Paso - Cesar"
"415","Gamarra","20295","12","Gamarra - Cesar"
"416","González","20310","12","González - Cesar"
"417","La Gloria ","20383","12","La Gloria - Cesar"
"418","La Jagua De Ibirico","20400","12","La Jagua De Ibirico - Cesar"
"419","Manaure Balcón Del Cesar","20443","12","Manaure Balcón Del Cesar - Cesar"
"420","Pailitas","20517","12","Pailitas - Cesar"
"421","Pelaya","20550","12","Pelaya - Cesar"
"422","Pueblo Bello ","20570","12","Pueblo Bello - Cesar"
"423","Río De Oro","20614","12","Río De Oro - Cesar"
"424","La Paz ","20621","12","La Paz - Cesar"
"425","San Alberto ","20710","12","San Alberto - Cesar"
"426","San Diego ","20750","12","San Diego - Cesar"
"427","San Martín ","20770","12","San Martín - Cesar"
"428","Tamalameque","20787","12","Tamalameque - Cesar"
"429","Montería","23001","14","Montería - Córdoba"
"430","Ayapel","23068","14","Ayapel - Córdoba"
"431","Buenavista","23079","14","Buenavista - Córdoba"
"432","Canalete","23090","14","Canalete - Córdoba"
"433","Cereté","23162","14","Cereté - Córdoba"
"434","Chimá","23168","14","Chimá - Córdoba"
"435","Chinú","23182","14","Chinú - Córdoba"
"436","Ciénaga De Oro","23189","14","Ciénaga De Oro - Córdoba"
"437","Cotorra","23300","14","Cotorra - Córdoba"
"438","La Apartada ","23350","14","La Apartada - Córdoba"
"439","Lorica","23417","14","Lorica - Córdoba"
"440","Los Córdobas ","23419","14","Los Córdobas - Córdoba"
"441","Momil","23464","14","Momil - Córdoba"
"442","Montelíbano","23466","14","Montelíbano - Córdoba"
"443","Moñitos","23500","14","Moñitos - Córdoba"
"444","Planeta Rica ","23555","14","Planeta Rica - Córdoba"
"445","Pueblo Nuevo ","23570","14","Pueblo Nuevo - Córdoba"
"446","Puerto Escondido ","23574","14","Puerto Escondido - Córdoba"
"447","Puerto Libertador ","23580","14","Puerto Libertador - Córdoba"
"448","Purísima De La Concepción","23586","14","Purísima De La Concepción - Córdoba"
"449","Sahagún","23660","14","Sahagún - Córdoba"
"450","San Andrés De Sotavento","23670","14","San Andrés De Sotavento - Córdoba"
"451","San Antero ","23672","14","San Antero - Córdoba"
"452","San Bernardo Del Viento","23675","14","San Bernardo Del Viento - Córdoba"
"453","San Carlos ","23678","14","San Carlos - Córdoba"
"454","San José De Uré","23682","14","San José De Uré - Córdoba"
"455","San Pelayo ","23686","14","San Pelayo - Córdoba"
"456","Tierralta","23807","14","Tierralta - Córdoba"
"457","Tuchín","23815","14","Tuchín - Córdoba"
"458","Valencia","23855","14","Valencia - Córdoba"
"459","Agua De Dios","25001","15","Agua De Dios - Cundinamarca"
"460","Albán","25019","15","Albán - Cundinamarca"
"461","Anapoima","25035","15","Anapoima - Cundinamarca"
"462","Anolaima","25040","15","Anolaima - Cundinamarca"
"463","Arbeláez","25053","15","Arbeláez - Cundinamarca"
"464","Beltrán","25086","15","Beltrán - Cundinamarca"
"465","Bituima","25095","15","Bituima - Cundinamarca"
"466","Bojacá","25099","15","Bojacá - Cundinamarca"
"467","Cabrera","25120","15","Cabrera - Cundinamarca"
"468","Cachipay","25123","15","Cachipay - Cundinamarca"
"469","Cajicá","25126","15","Cajicá - Cundinamarca"
"470","Caparrapí","25148","15","Caparrapí - Cundinamarca"
"471","Cáqueza","25151","15","Cáqueza - Cundinamarca"
"472","Carmen De Carupa","25154","15","Carmen De Carupa - Cundinamarca"
"473","Chaguaní","25168","15","Chaguaní - Cundinamarca"
"474","Chía","25175","15","Chía - Cundinamarca"
"475","Chipaque","25178","15","Chipaque - Cundinamarca"
"476","Choachí","25181","15","Choachí - Cundinamarca"
"477","Chocontá","25183","15","Chocontá - Cundinamarca"
"478","Cogua","25200","15","Cogua - Cundinamarca"
"479","Cota","25214","15","Cota - Cundinamarca"
"480","Cucunubá","25224","15","Cucunubá - Cundinamarca"
"481","El Colegio ","25245","15","El Colegio - Cundinamarca"
"482","El Peñón ","25258","15","El Peñón - Cundinamarca"
"483","El Rosal ","25260","15","El Rosal - Cundinamarca"
"484","Facatativá","25269","15","Facatativá - Cundinamarca"
"485","Fómeque","25279","15","Fómeque - Cundinamarca"
"486","Fosca","25281","15","Fosca - Cundinamarca"
"487","Funza","25286","15","Funza - Cundinamarca"
"488","Fúquene","25288","15","Fúquene - Cundinamarca"
"489","Fusagasugá","25290","15","Fusagasugá - Cundinamarca"
"490","Gachalá","25293","15","Gachalá - Cundinamarca"
"491","Gachancipá","25295","15","Gachancipá - Cundinamarca"
"492","Gachetá","25297","15","Gachetá - Cundinamarca"
"493","Gama","25299","15","Gama - Cundinamarca"
"494","Girardot","25307","15","Girardot - Cundinamarca"
"495","Granada","25312","15","Granada - Cundinamarca"
"496","Guachetá","25317","15","Guachetá - Cundinamarca"
"497","Guaduas","25320","15","Guaduas - Cundinamarca"
"498","Guasca","25322","15","Guasca - Cundinamarca"
"499","Guataquí","25324","15","Guataquí - Cundinamarca"
"500","Guatavita","25326","15","Guatavita - Cundinamarca"
"501","Guayabal De Síquima","25328","15","Guayabal De Síquima - Cundinamarca"
"502","Guayabetal","25335","15","Guayabetal - Cundinamarca"
